"pn","plot","lb","sp","d01","d02","d03","d04","d05","d06","d07","f01","f02","f03","f04","f05","f06","f07","x","y"
7,"Kagamiishi",170,"オオシラビソ",NA,NA,0.5,0.8,1.5,2.8,4,NA,NA,4,4,5,5,5,2.5,19.5
7,"Kagamiishi",171,"オオシラビソ",NA,NA,NA,NA,NA,NA,0.5,NA,NA,NA,NA,4,4,4,3.4,18.9
7,"Kagamiishi",76,"オオシラビソ",13.5,13.9,13.8,14.1,14.3,14.6,15.1,3,2,3,3,3,3,3,3.3,18.6
7,"Kagamiishi",77,"オオシラビソ",6.2,6.5,6.6,6.8,7.2,7.7,7.9,3,3,4,4,4,4,3,4.1,18.1
7,"Kagamiishi",78,"オオシラビソ",12.1,12.4,12.4,12.5,12.8,13.1,13.5,3,3,3,3,3,3,4,4.1,16.1
7,"Kagamiishi",79,"オオシラビソ",9.3,9.7,9.8,10,10.4,10.7,10.9,4,4,3,3,4,3,4,3.6,15.7
7,"Kagamiishi",80,"オオシラビソ",7.2,7.6,8.2,8.5,8.8,9.7,10.4,4,5,4,3,4,3,4,3,16.1
7,"Kagamiishi",195,"オオシラビソ",NA,NA,NA,NA,NA,NA,0.4,NA,NA,NA,NA,NA,NA,4,1.1,15.4
7,"Kagamiishi",81,"オオシラビソ",5.4,5.3,5.4,5.6,5.7,5.7,5.5,3,2,3,2,3,2,0,1,15.5
7,"Kagamiishi",82,"オオシラビソ",8.5,8.9,9.4,9.6,9.8,10.2,10.8,4,4,4,4,4,4,4,0.3,15.9
7,"Kagamiishi",83,"オオシラビソ",9,9.3,9.4,9.6,9.8,10.1,10.3,3,2,3,3,4,3,3,2,18.4
7,"Kagamiishi",84,"オオシラビソ",3.2,3.5,3.8,4,4.2,5,5.7,3,2,3,3,3,4,4,1.1,18.2
7,"Kagamiishi",85,"オオシラビソ",6.9,7,NA,NA,NA,NA,NA,2,2,-1,-1,-1,-1,-1,1.6,19.4
7,"Kagamiishi",86,"オオシラビソ",3.7,4.7,5.2,5.6,6.1,7,7.8,3,4,5,5,5,4,4,1.2,19.8
7,"Kagamiishi",87,"オオシラビソ",3.9,4,4.6,5.1,5.6,6.5,7.4,4,4,5,4,5,5,4,1.7,20.4
7,"Kagamiishi",172,"オオシラビソ",12.2,NA,NA,NA,NA,NA,NA,0,-1,-1,-1,-1,-1,-1,2.9,20.7
7,"Kagamiishi",88,"オオシラビソ",5.2,5,5.2,5.2,5.4,5.4,5.6,2,2,3,3,3,3,3,1.5,21.2
7,"Kagamiishi",89,"オオシラビソ",16.7,17.2,17.5,18,18.2,18.8,19.1,3,3,4,4,5,4,4,2.2,21.7
7,"Kagamiishi",173,"オオシラビソ",NA,NA,1.2,1,1.7,2.6,3.8,NA,NA,5,5,5,5,5,2,23
7,"Kagamiishi",90,"オオシラビソ",9.5,9.5,9.5,9.5,9.7,10.2,10.2,2,2,3,3,3,3,3,0.2,23.7
7,"Kagamiishi",196,"オオシラビソ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,1.6,23.7
7,"Kagamiishi",174,"オオシラビソ",12.8,12.8,12.8,NA,NA,NA,NA,0,0,0,-1,-1,-1,-1,5.9,24
7,"Kagamiishi",91,"オオシラビソ",5.9,6.3,6.4,6.6,6.8,6.9,7,4,3,4,3,3,3,3,7.1,22
7,"Kagamiishi",92,"オオシラビソ",5.7,6.2,6.4,6.4,6.4,4.3,5.2,2,1,3,3,3,3,3,8,21.8
7,"Kagamiishi",93,"オオシラビソ",1.8,2.5,2.9,3.3,3.4,3.6,3.9,4,4,4,3,4,4,4,8.8,22.1
7,"Kagamiishi",96,"オオシラビソ",2.2,3.4,3.9,4.4,4.9,5.7,6.2,3,3,5,4,4,4,4,7.8,23.5
7,"Kagamiishi",94,"オオシラビソ",11,11.2,11.8,12,12.2,12.5,12.8,3,3,4,3,3,2,3,8.5,24.5
7,"Kagamiishi",95,"オオシラビソ",8.2,9.3,9.9,10.7,5.6,6.3,6.8,3,3,5,4,4,4,4,9.6,24.1
7,"Kagamiishi",175,"オオシラビソ",NA,1,1.9,2.8,3.4,4.3,5.2,NA,5,5,5,5,5,4,10.8,22.3
7,"Kagamiishi",176,"オオシラビソ",NA,NA,NA,NA,0.8,1.6,2.7,NA,NA,5,5,5,5,4,11.1,23.6
7,"Kagamiishi",100,"オオシラビソ",15.4,15.8,15.6,15.2,7.7,7.9,8.3,2,2,3,2,3,2,3,12.1,24.4
7,"Kagamiishi",101,"オオシラビソ",15.7,16.1,16,16.2,16.4,16.5,16.5,3,3,3,3,3,2,2,12.9,24.9
7,"Kagamiishi",102,"オオシラビソ",4.6,5.1,5.5,6,6.3,6.9,7.3,3,3,5,4,4,4,3,13.8,24.6
7,"Kagamiishi",99,"オオシラビソ",10.8,11.2,11.5,11.9,12.2,12.8,13.5,3,2,4,4,3,4,4,13.1,22.9
7,"Kagamiishi",98,"オオシラビソ",4.8,4.9,4.8,3.3,NA,NA,NA,1,0,0,0,-1,-1,-1,13.5,20.6
7,"Kagamiishi",97,"オオシラビソ",4.4,4.8,5.3,5.6,6,6.6,7.5,4,3,4,3,3,3,4,13.9,21.1
7,"Kagamiishi",177,"オオシラビソ",9.2,NA,NA,NA,NA,NA,NA,0,-1,-1,-1,-1,-1,-1,14.3,21
7,"Kagamiishi",178,"オオシラビソ",9.2,NA,NA,NA,NA,NA,NA,0,-1,-1,-1,-1,-1,-1,14.6,20.9
7,"Kagamiishi",179,"オオシラビソ",NA,1.5,2,2.2,2.5,3.2,3.8,NA,4,4,4,4,4,4,16.8,22.5
7,"Kagamiishi",105,"オオシラビソ",3,4,4.6,5,5.6,6.2,6.9,5,5,5,5,5,5,5,18,22.7
7,"Kagamiishi",104,"オオシラビソ",2.2,3.1,4.1,4.3,4.9,5.7,6.3,3,3,5,4,5,5,4,18.1,23.9
7,"Kagamiishi",103,"オオシラビソ",3.3,3.8,4.4,4.8,5.1,5.5,5.9,3,3,5,4,4,4,4,17.2,24.4
7,"Kagamiishi",106,"オオシラビソ",20.3,NA,NA,NA,NA,NA,NA,2,-1,-1,-1,-1,-1,-1,18.8,24.2
7,"Kagamiishi",107,"オオシラビソ",14.8,14.3,NA,NA,NA,NA,NA,1,0,-1,-1,-1,-1,-1,20.5,24.1
7,"Kagamiishi",108,"オオシラビソ",NA,3.1,4,4.4,5,6.1,7.3,5,5,5,5,5,5,5,20.4,24.3
7,"Kagamiishi",109,"オオシラビソ",3.2,4.5,5.1,5.3,5.6,6.3,7.4,4,3,4,4,5,5,5,20.9,24.3
7,"Kagamiishi",180,"オオシラビソ",16.5,15.1,14.8,14,12.5,12,11.8,0,0,0,0,0,0,0,21.2,23.9
7,"Kagamiishi",110,"オオシラビソ",NA,NA,2.3,2.9,3.4,4.3,5.1,5,4,5,5,5,5,4,20.8,23.6
7,"Kagamiishi",113,"オオシラビソ",1.5,2.9,3.3,3.5,4,4.9,5.4,5,5,5,4,5,5,4,20.9,22.9
7,"Kagamiishi",181,"オオシラビソ",NA,NA,0.5,0.7,1.3,1.9,2.4,NA,NA,5,5,5,5,4,20.3,23
7,"Kagamiishi",182,"オオシラビソ",NA,NA,NA,NA,NA,0.3,0.7,NA,NA,NA,NA,5,5,5,20.8,21.7
7,"Kagamiishi",112,"オオシラビソ",1,1.8,2,2.7,2.8,3.4,4.1,5,4,5,4,5,5,4,21.3,21.1
7,"Kagamiishi",111,"オオシラビソ",1.6,3,3.6,4.1,4.6,5.3,5.8,5,5,5,5,5,5,5,21.8,21.2
7,"Kagamiishi",114,"オオシラビソ",2.5,2.9,3.4,3.7,3.9,5.1,5.5,4,3,4,3,4,4,4,21.6,23.3
7,"Kagamiishi",115,"オオシラビソ",1.2,2.7,NA,NA,NA,NA,1.1,3,3,4,3,2,4,4,21.9,24.3
7,"Kagamiishi",116,"オオシラビソ",5.5,5.6,6,6,6.3,6.4,6.5,3,3,3,3,3,3,3,23.3,23.9
7,"Kagamiishi",190,"オオシラビソ",NA,NA,NA,NA,NA,NA,0.3,NA,NA,NA,NA,NA,4,5,23.7,22.8
7,"Kagamiishi",117,"オオシラビソ",4.4,4.8,NA,NA,NA,NA,NA,3,3,-1,-1,-1,-1,-1,23.9,22.5
7,"Kagamiishi",183,"オオシラビソ",NA,NA,NA,0.9,1.2,1.5,2.5,NA,NA,NA,4,4,5,4,24.7,20.4
7,"Kagamiishi",118,"オオシラビソ",2.5,2.8,2.8,2.8,2.7,2.5,NA,2,2,3,2,2,0,-1,25.3,21.2
7,"Kagamiishi",119,"オオシラビソ",2,2.3,3,3.4,3.9,4.8,5.4,5,5,5,5,5,5,5,24.8,23.2
7,"Kagamiishi",120,"オオシラビソ",6.8,7.2,7.3,7.2,7.6,8,8.2,3,4,4,4,4,3,4,24.3,24.1
7,"Kagamiishi",121,"オオシラビソ",5.7,6.1,6.3,6.5,6.8,7.2,7.4,3,3,3,3,3,2,3,24.5,24.5
7,"Kagamiishi",122,"オオシラビソ",0.9,1.5,2,2.3,2.8,3.5,4,3,4,5,5,5,5,5,24.6,24.3
