"","pn","plot","lb","sp","d01","d02","d03","d04","d05","d06","d07","f01","f02","f03","f04","f05","f06","f07","x","y"
"2547",4,"Kaminokodaira",386,"オオシラビソ",40.6,40.8,NA,NA,NA,NA,NA,0,0,-1,-1,-1,-1,-1,98.754,76.2566
"2548",4,"Kaminokodaira",387,"オオシラビソ",33.7,33.7,34.2,NA,NA,NA,NA,0,0,0,-1,-1,-1,-1,99.2017,77.5262
"2549",4,"Kaminokodaira",389,"オオシラビソ",20.7,20.7,NA,NA,NA,NA,NA,0,0,-1,-1,-1,-1,-1,97.4299,96.9479
"2550",4,"Kaminokodaira",394,"オオシラビソ",31.5,31.5,NA,NA,NA,NA,NA,0,0,-1,-1,-1,-1,-1,95.7743,89.8982
"2551",4,"Kaminokodaira",397,"オオシラビソ",36.2,36.5,33.7,NA,NA,NA,NA,0,0,0,-1,-1,-1,-1,88.9594,89.7972
"2552",4,"Kaminokodaira",398,"クロベ",10,10,10.2,10.2,NA,NA,NA,4,4,4,1,-1,-1,-1,91.2311,90.8176
"2554",4,"Kaminokodaira",404,"オオシラビソ",26.7,24.5,21.8,17.6,NA,NA,NA,0,0,0,0,-1,-1,-1,80.8654,86.6492
"2555",4,"Kaminokodaira",413,"オオシラビソ",28.3,27,26,26,NA,NA,NA,0,0,0,0,-1,-1,-1,68.9093,97.7939
"2556",4,"Kaminokodaira",414,"オオシラビソ",12.1,12.9,13,14,14.2,NA,NA,3,4,3,4,2,-1,-1,66.431,94.127
"2557",4,"Kaminokodaira",416,"オオシラビソ",29.1,28.4,NA,NA,NA,NA,NA,0,0,-1,-1,-1,-1,-1,69.0191,88.0377
"2558",4,"Kaminokodaira",418,"オオシラビソ",18.9,18.9,NA,NA,NA,NA,NA,0,0,-1,-1,-1,-1,-1,60.2106,89.5255
"2559",4,"Kaminokodaira",419,"オオシラビソ",25.9,25.9,NA,NA,NA,NA,NA,0,0,-1,-1,-1,-1,-1,53.1818,96.2681
"2560",4,"Kaminokodaira",421,"スギ",16.7,18.2,19.3,21.1,22.4,22.4,NA,4,4,3,4,4,3,-1,51.2478,90.0813
"2562",4,"Kaminokodaira",427,"オオシラビソ",32.7,30.9,NA,NA,NA,NA,NA,0,0,-1,-1,-1,-1,-1,50.5022,79.962
"2563",4,"Kaminokodaira",432,"オオシラビソ",37.9,39.4,40.9,NA,NA,NA,NA,0,0,0,-1,-1,-1,-1,41.8484,82.4628
"2564",4,"Kaminokodaira",434,"クロベ",11.9,12.2,12.6,NA,NA,NA,NA,4,4,1,-1,-1,-1,-1,34.0168,78.1227
"2565",4,"Kaminokodaira",436,"オオシラビソ",30,30,NA,NA,NA,NA,NA,0,0,-1,-1,-1,-1,-1,36.4642,81.0523
"2566",4,"Kaminokodaira",648,"スギ",13.2,13.2,13.2,13.2,13.2,13,NA,3,3,3,3,2,0,-1,27.8065,93.8933
"2567",4,"Kaminokodaira",441,"オオシラビソ",29.9,29.9,NA,NA,NA,NA,NA,0,0,-1,-1,-1,-1,-1,18.3949,84.9328
"2568",4,"Kaminokodaira",444,"オオシラビソ",26,24,20.4,NA,NA,NA,NA,0,0,0,-1,-1,-1,-1,17.0483,88.2135
"2569",4,"Kaminokodaira",451,"スギ",90,90,NA,NA,NA,NA,NA,0,0,-1,-1,-1,-1,-1,6,91
"2570",4,"Kaminokodaira",675,"クロベ",NA,NA,NA,10.2,10.1,9.8,NA,NA,NA,NA,2,0,0,-1,6.25107,90.9599
"2571",5,"Matsuotoge",1,"オオシラビソ",11.8,11.9,12.5,13.4,14.4,15.9,17.3,3,4,5,4,4,4,5,2.10377,9.23838
"2572",5,"Matsuotoge",2,"オオシラビソ",20.8,20.8,21,NA,NA,NA,NA,1,1,1,-1,-1,-1,-1,1.37779,14.2011
"2573",5,"Matsuotoge",3,"オオシラビソ",12.2,12.5,13.2,13.9,14.1,15,15.7,2,4,4,4,4,4,4,5.03442,15.1868
"2574",5,"Matsuotoge",4,"オオシラビソ",23.7,24.2,24.9,25.7,26.5,27.7,28.6,3,4,4,4,5,4,4,6.64874,14.5852
"2575",5,"Matsuotoge",5,"オオシラビソ",13.7,13.8,13.8,13.8,14.1,14.5,15.6,1,2,3,3,3,3,2,8.03874,13.1452
"2576",5,"Matsuotoge",6,"オオシラビソ",12,12.4,12.7,13.2,13.6,14.4,15.2,3,5,5,4,4,4,4,8.42684,15.0694
"2577",5,"Matsuotoge",7,"オオシラビソ",17.9,18.5,19.3,20.5,21.5,23.4,24.1,3,5,5,5,4,4,5,15.3198,17.0022
"2578",5,"Matsuotoge",8,"オオシラビソ",12.7,12.9,13.3,13.7,13.9,14.4,14.7,2,3,3,3,3,3,3,12.2922,20.2199
"2579",5,"Matsuotoge",247,"オオシラビソ",NA,NA,NA,NA,NA,NA,8.3,NA,NA,NA,NA,NA,NA,4,11.2122,20.9499
"2580",5,"Matsuotoge",245,"オオシラビソ",NA,NA,NA,NA,NA,7.4,9,NA,NA,NA,NA,NA,5,4,14.4282,22.769
"2581",5,"Matsuotoge",201,"オオシラビソ",NA,NA,NA,NA,9.4,10.2,11.5,NA,NA,NA,NA,4,4,3,11.4982,22.149
"2582",5,"Matsuotoge",9,"オオシラビソ",7.8,7.9,8.4,8.5,8.9,9.3,9.7,2,4,4,4,4,3,4,8.66616,22.8441
"2583",5,"Matsuotoge",10,"オオシラビソ",12.8,13.1,13.6,13.8,13.7,14.3,14.6,3,4,4,3,4,3,4,8.28758,21.7255
"2584",5,"Matsuotoge",11,"オオシラビソ",26.2,26.5,27.3,27.3,27.6,27.8,27.9,4,4,4,4,4,3,3,7.50428,20.3924
"2585",5,"Matsuotoge",202,"オオシラビソ",NA,NA,NA,NA,9.9,10.5,10.8,NA,NA,NA,NA,4,4,3,6.31428,20.5624
"2586",5,"Matsuotoge",12,"オオシラビソ",12.9,13.1,13.5,14.1,14.2,15.4,16.8,3,5,5,4,4,4,5,3.97672,18.8929
"2587",5,"Matsuotoge",13,"オオシラビソ",32,32,31.4,32.4,29.6,NA,NA,2,0,0,0,0,-1,-1,0.0907612,15.7018
"2588",5,"Matsuotoge",14,"オオシラビソ",12.5,12.7,12.8,12.7,12.7,NA,NA,2,0,0,0,0,-1,-1,-0.200167,15.772
"2589",5,"Matsuotoge",15,"オオシラビソ",22.2,22.9,23.3,24,24.8,25.9,27.4,4,4,3,4,4,4,4,-1.2783,21.4479
"2590",5,"Matsuotoge",16,"オオシラビソ",34.2,34.7,35.2,35.7,36.1,36.7,37.3,3,4,4,4,3,3,4,0.544445,21.7605
"2591",5,"Matsuotoge",17,"オオシラビソ",20.5,21.5,22.1,22.4,23.2,24.3,25.6,4,5,4,3,4,3,4,3.60759,22.5369
"2592",5,"Matsuotoge",18,"オオシラビソ",20.3,20.5,20.7,21,21.4,21.9,23.1,3,4,4,4,4,3,4,5.53514,22.5737
"2593",5,"Matsuotoge",19,"オオシラビソ",20.7,20.8,21.5,21.4,21.8,22.5,23,2,3,4,3,4,4,4,10.7282,23.879
"2594",5,"Matsuotoge",20,"オオシラビソ",26.4,26.7,27.2,27.8,27.9,28.5,28.8,2,3,3,5,4,3,2,11.13,24.599
"2595",5,"Matsuotoge",21,"オオシラビソ",29.5,30,30.5,31.7,32,33.3,34.7,4,4,4,3,4,5,5,11.037,24.9165
"2596",5,"Matsuotoge",22,"オオシラビソ",16.8,17.1,17.7,18.2,18.2,18.5,18.8,3,4,4,4,3,3,3,14.0602,28.325
"2597",5,"Matsuotoge",23,"オオシラビソ",35.4,35.4,34.9,33.5,32.8,NA,NA,0,0,0,0,0,-1,-1,13.3602,28.925
"2598",5,"Matsuotoge",203,"オオシラビソ",NA,NA,NA,NA,8.3,10.2,11.7,NA,NA,NA,NA,4,4,4,22.3215,28.1863
"2599",5,"Matsuotoge",24,"オオシラビソ",17,17.8,18.9,19.8,21,22.5,23.9,3,5,5,5,5,5,5,22.0115,29.7563
"2600",5,"Matsuotoge",242,"オオシラビソ",NA,NA,NA,NA,NA,7.5,8.1,NA,NA,NA,NA,NA,5,5,27.9472,32.0629
"2601",5,"Matsuotoge",25,"オオシラビソ",28.4,28.7,28.9,29.4,29.9,30.6,31.5,3,4,4,4,4,4,4,27.2172,33.3729
"2602",5,"Matsuotoge",26,"オオシラビソ",16,16.6,16.3,NA,NA,NA,NA,1,2,-1,-1,-1,-1,-1,28.5697,35.0845
"2603",5,"Matsuotoge",27,"ダケカンバ",10.5,12,13.7,14.1,15.8,18.3,20.7,3,5,5,4,5,5,5,35.004,31.6316
"2604",5,"Matsuotoge",28,"オオシラビソ",11.1,11.6,12,NA,NA,NA,NA,1,2,2,-1,-1,-1,-1,38.7923,33.2085
"2605",5,"Matsuotoge",29,"オオシラビソ",33.7,34.5,34.3,34.5,34.4,34.9,35.5,4,3,2,3,4,4,4,43.7452,34.9487
"2606",5,"Matsuotoge",30,"オオシラビソ",31.7,32.4,32.7,32.6,32.6,33,33.9,4,4,3,3,4,3,3,47.7143,33.6303
"2607",5,"Matsuotoge",239,"オオシラビソ",NA,NA,NA,NA,NA,8.1,8.7,NA,NA,NA,NA,NA,5,4,48.0943,33.1603
"2608",5,"Matsuotoge",31,"オオシラビソ",11.6,11.9,11.5,12.7,12.8,13.7,14.2,2,2,3,4,4,4,4,48.6998,28.9999
"2609",5,"Matsuotoge",32,"オオシラビソ",10.3,10.5,10.9,11.2,11.8,12.8,14,3,4,4,4,4,4,4,49.6356,37.9267
"2610",5,"Matsuotoge",33,"オオシラビソ",14,14.3,14.4,NA,NA,NA,NA,2,2,2,-1,-1,-1,-1,48.0027,38.1687
"2611",5,"Matsuotoge",34,"オオシラビソ",33.4,33.6,33.8,34,34.1,34.6,35.1,4,4,4,5,4,3,4,47.4992,38.9468
"2612",5,"Matsuotoge",204,"オオシラビソ",NA,NA,NA,NA,8.2,8.8,9.8,NA,NA,NA,NA,4,4,3,46.7292,39.1668
"2614",5,"Matsuotoge",35,"オオシラビソ",18.4,18.6,18.6,18.6,18.6,18.8,17.7,3,2,1,1,2,0,0,45.1276,37.5391
"2615",5,"Matsuotoge",36,"オオシラビソ",16.1,16.4,16.9,17.5,17.7,18.8,20.1,3,3,3,4,5,4,5,44.2928,37.3084
"2616",5,"Matsuotoge",37,"オオシラビソ",10.4,10.5,10.7,10.9,10.8,10.9,11.1,3,4,3,4,4,3,4,44.0947,37.7162
"2617",5,"Matsuotoge",38,"オオシラビソ",11.5,11.7,12.2,12.5,12.9,13.5,13.9,3,4,4,3,4,4,4,42.3245,39.4244
"2619",5,"Matsuotoge",39,"オオシラビソ",37.7,38.3,38.4,39,39.5,41,41.7,4,3,3,4,4,4,4,35.6831,38.2664
"2620",5,"Matsuotoge",40,"オオシラビソ",43.5,43.9,43.8,43.8,44,42.5,41.5,4,2,0,0,0,0,0,35.217,39.5968
"2621",5,"Matsuotoge",240,"オオシラビソ",NA,NA,NA,NA,NA,7.9,8.3,NA,NA,NA,NA,NA,4,4,31.552,37.0767
"2622",5,"Matsuotoge",41,"オオシラビソ",32.7,32.9,33.4,34.1,34.7,35.5,36.9,4,3,3,3,4,4,4,31.822,38.4467
"2623",5,"Matsuotoge",42,"オオシラビソ",17.8,18,18.4,18.7,19,19.9,20.8,3,3,3,4,4,4,4,31.7037,39.5911
"2624",5,"Matsuotoge",43,"オオシラビソ",35.9,36.2,36.6,36.8,37.2,38.3,39.5,3,5,5,5,5,5,5,24.2098,39.6454
"2625",5,"Matsuotoge",44,"オオシラビソ",15.5,15.9,16.2,16.3,16.5,16.9,17.3,3,3,3,4,4,4,3,23.9205,40.5757
"2626",5,"Matsuotoge",249,"オオシラビソ",NA,NA,NA,NA,NA,NA,7.9,NA,NA,NA,NA,NA,NA,4,23.6905,41.6557
"2627",5,"Matsuotoge",45,"オオシラビソ",17,17.2,17.6,17.8,18,NA,NA,3,3,3,3,3,-1,-1,21.3798,42.3662
"2628",5,"Matsuotoge",46,"オオシラビソ",13.4,13.4,12.5,NA,NA,NA,NA,0,0,0,-1,-1,-1,-1,16.3305,37.801
"2629",5,"Matsuotoge",243,"オオシラビソ",NA,NA,NA,NA,NA,8.1,8.4,NA,NA,NA,NA,NA,4,4,20.0345,37.5236
"2630",5,"Matsuotoge",206,"オオシラビソ",NA,NA,NA,NA,9.5,9.9,10.4,NA,NA,NA,NA,3,4,3,18.7345,36.1236
"2631",5,"Matsuotoge",207,"オオシラビソ",NA,NA,NA,NA,8.9,9.3,9.6,NA,NA,NA,NA,3,3,4,20.3145,36.2736
"2632",5,"Matsuotoge",208,"オオシラビソ",NA,NA,NA,NA,9.5,9.7,9.9,NA,NA,NA,NA,4,4,3,21.6345,34.2436
"2633",5,"Matsuotoge",47,"オオシラビソ",9.7,10,10.5,10.9,11.3,11.7,12.4,3,3,3,4,3,3,4,18.7119,32.4722
"2634",5,"Matsuotoge",209,"オオシラビソ",NA,NA,10,10.6,11.2,12,13.2,NA,NA,3,3,4,4,5,18.6219,31.9322
"2635",5,"Matsuotoge",244,"オオシラビソ",NA,NA,NA,NA,NA,7.3,8,NA,NA,NA,NA,NA,5,5,18.6119,31.6322
"2636",5,"Matsuotoge",48,"オオシラビソ",29,29.8,30.6,30.8,31.4,32.2,33.2,4,4,4,4,4,4,4,10.1255,28.4324
"2637",5,"Matsuotoge",49,"オオシラビソ",11.8,11.7,12.3,12,NA,NA,NA,2,2,2,2,-1,-1,-1,10.3255,26.3324
"2638",5,"Matsuotoge",210,"オオシラビソ",NA,NA,NA,NA,8.9,9.3,9.3,NA,NA,NA,NA,3,3,2,8.837,25.5865
"2639",5,"Matsuotoge",50,"オオシラビソ",11.7,12.2,12.7,13.3,14,15.1,15.8,2,3,3,4,3,4,4,3.83502,26.5543
"2640",5,"Matsuotoge",51,"オオシラビソ",28,28,28,28.2,28.4,29.3,29.3,4,3,3,4,3,3,3,3.63185,25.2174
"2641",5,"Matsuotoge",52,"オオシラビソ",16.4,16.8,17,17.4,17.9,18.5,19.2,3,4,4,3,3,4,4,-0.14536,25.1085
"2642",5,"Matsuotoge",53,"オオシラビソ",14.5,14.6,15.1,15.3,15.7,16.2,16.9,3,4,4,3,3,3,3,0.812365,26.9027
"2643",5,"Matsuotoge",54,"オオシラビソ",22.1,22.7,23,23.5,23.7,24.7,25.8,4,5,5,4,4,4,5,1.478,28.669
"2644",5,"Matsuotoge",55,"オオシラビソ",10.6,10.8,11.1,11.4,11.7,NA,NA,3,4,4,4,5,-1,-1,0.906643,29.7272
"2645",5,"Matsuotoge",211,"オオシラビソ",NA,NA,NA,9.3,9.7,10,10.7,NA,NA,NA,3,3,4,4,0.656643,29.6972
"2646",5,"Matsuotoge",56,"オオシラビソ",13.2,13.5,13.7,14.3,14.8,16.1,18.3,3,4,4,4,5,4,5,0.668292,30.5709
"2647",5,"Matsuotoge",57,"オオシラビソ",18.4,18.7,19.9,NA,NA,NA,NA,1,2,2,-1,-1,-1,-1,0.418981,30.6813
"2648",5,"Matsuotoge",58,"オオシラビソ",16.8,17,17.3,17.7,18,18.6,19.5,3,4,5,4,4,4,4,13.1281,31.6457
"2649",5,"Matsuotoge",59,"オオシラビソ",12.8,13,13.7,14,14.3,15.2,16,3,4,4,4,4,4,4,12.6248,33.3328
"2650",5,"Matsuotoge",60,"オオシラビソ",17.7,18.3,19.2,20.3,21.6,22.7,24.7,4,4,5,5,5,5,5,17.8545,35.1836
"2651",5,"Matsuotoge",212,"オオシラビソ",NA,NA,NA,NA,8.1,9.4,10.6,NA,NA,NA,NA,5,4,5,17.733,44.4783
"2652",5,"Matsuotoge",61,"オオシラビソ",27.6,28.2,29.1,29.7,30.2,31.6,33.1,4,4,5,5,5,5,5,20.963,46.8183
"2653",5,"Matsuotoge",62,"オオシラビソ",31.3,31.7,32.2,33,33.3,34.6,36.3,4,5,4,5,5,5,5,22.4493,48.7184
"2654",5,"Matsuotoge",241,"オオシラビソ",NA,NA,NA,NA,NA,7.9,8.2,NA,NA,NA,NA,NA,5,4,27.4193,48.1984
"2655",5,"Matsuotoge",63,"オオシラビソ",13.5,13.6,13.8,13.9,14,14,14.2,1,2,2,3,3,3,3,27.8295,43.3209
"2656",5,"Matsuotoge",213,"オオシラビソ",NA,NA,NA,9.4,10.4,11.8,13.2,NA,NA,NA,5,5,4,5,27.3195,43.1109
"2657",5,"Matsuotoge",64,"ダケカンバ",13.1,13.9,14.5,15,15.2,16.3,16.9,4,4,4,4,4,5,5,33.7435,47.3075
"2659",5,"Matsuotoge",250,"オオシラビソ",NA,NA,NA,NA,NA,NA,7.2,NA,NA,NA,NA,NA,NA,3,35.3082,47.3116
"2661",5,"Matsuotoge",65,"オオシラビソ",34.5,35.1,35.6,35.6,35.8,36.6,37.2,5,5,5,4,5,5,5,37.6682,46.5016
"2662",5,"Matsuotoge",66,"オオシラビソ",34.5,34.9,35.1,35.6,35.8,36.1,36.7,4,4,4,5,5,5,5,38.8268,46.2788
"2663",5,"Matsuotoge",67,"オオシラビソ",17.8,18,18.1,18.3,18.4,19,19.8,3,3,2,3,5,4,5,40.6806,44.2043
"2664",5,"Matsuotoge",68,"オオシラビソ",22.1,22.6,23,23.4,23.7,24.2,25.1,3,4,4,4,4,4,4,40.9642,42.6888
"2665",5,"Matsuotoge",237,"オオシラビソ",NA,NA,NA,NA,NA,8.4,9.1,NA,NA,NA,NA,NA,4,4,41.3542,42.7888
"2666",5,"Matsuotoge",69,"オオシラビソ",11.8,12,12.2,12.2,12.3,12.6,13,2,3,2,2,4,3,4,43.7688,42.972
"2667",5,"Matsuotoge",70,"オオシラビソ",23.1,23.7,24.1,24.5,24.6,25.4,26.3,5,4,4,4,4,4,4,44.0363,43.0293
"2668",5,"Matsuotoge",71,"オオシラビソ",26.5,26.9,27.3,27.4,27.9,28.7,30,5,4,4,4,5,4,5,46.7328,43.2522
"2670",5,"Matsuotoge",72,"オオシラビソ",18.9,19.1,19,18.1,18,17.9,NA,0,0,0,0,0,0,-1,47.8999,40.4098
"2671",5,"Matsuotoge",73,"オオシラビソ",24.6,25.3,26,26.4,27.1,28,29.3,4,5,5,5,5,5,5,48.356,46.378
"2672",5,"Matsuotoge",74,"ダケカンバ",10.1,10.1,10.1,10,10,10.1,10.1,3,3,3,4,3,2,3,47.856,46.378
"2673",5,"Matsuotoge",252,"オオシラビソ",NA,NA,NA,NA,NA,NA,7.6,NA,NA,NA,NA,NA,NA,4,46.606,45.938
"2674",5,"Matsuotoge",75,"オオシラビソ",19.2,19.8,20,20,20,20.1,NA,2,2,2,2,2,2,-1,44.8386,46.0809
"2675",5,"Matsuotoge",76,"オオシラビソ",24.2,24.7,25,25.4,25.7,26.4,27.7,3,4,4,4,5,4,4,41.2344,49.8739
"2676",5,"Matsuotoge",77,"オオシラビソ",38.2,38.6,38.9,39.3,39.6,39.9,40.4,5,5,4,5,5,5,5,42.023,51.7361
"2677",5,"Matsuotoge",78,"オオシラビソ",31.2,31.4,31.7,31.8,31.8,32.3,33,4,4,2,3,5,4,4,38.0885,50.7369
"2678",5,"Matsuotoge",79,"オオシラビソ",30.2,30.4,30.6,30.9,31,31.3,32.2,5,4,4,5,5,4,5,35.7235,50.2475
"2679",5,"Matsuotoge",80,"オオシラビソ",20.4,20.5,20.6,20.7,21.3,21.4,22.2,3,4,4,4,5,4,4,36.2458,51.0379
"2680",5,"Matsuotoge",81,"オオシラビソ",31.3,31.3,31.6,31.8,31.8,32.2,32.6,5,4,4,4,4,3,4,34.607,54.2841
"2681",5,"Matsuotoge",82,"オオシラビソ",25.5,25.8,26.1,26.3,26.7,27.1,27.8,3,4,4,5,5,4,5,36.2767,55.1139
"2683",5,"Matsuotoge",83,"オオシラビソ",12,12.2,12.5,12.6,12.7,12.9,13.4,2,2,2,2,3,3,3,31.9916,55.2498
"2684",5,"Matsuotoge",84,"オオシラビソ",40.2,40.6,41.1,41.5,41.7,42.1,43.1,5,5,4,5,5,5,5,31.6916,56.9498
"2685",5,"Matsuotoge",85,"オオシラビソ",48.5,48.21,47.7,46.4,45.8,46.5,37.3,0,0,0,0,0,0,0,28.8113,59.8455
"2687",5,"Matsuotoge",86,"オオシラビソ",44.3,44.7,44.8,44.9,45.3,45.7,46.9,5,5,5,5,5,5,5,28.4693,55.9047
"2688",5,"Matsuotoge",87,"オオシラビソ",26.9,27.3,27.3,27.7,28,28.4,29.5,4,4,3,4,4,4,4,26.6011,55.8563
"2689",5,"Matsuotoge",88,"オオシラビソ",25.9,26.2,26.3,26.4,26.8,27.2,28.4,4,4,3,3,4,4,4,25.0019,56.946
"2690",5,"Matsuotoge",89,"オオシラビソ",18.9,19.5,20.2,20.4,21,21.5,20.2,2,4,3,3,4,3,0,18.064,56.2623
"2691",5,"Matsuotoge",215,"オオシラビソ",NA,NA,NA,9.3,9.7,10.5,11.5,NA,NA,NA,4,4,4,4,17.924,53.5723
"2692",5,"Matsuotoge",216,"オオシラビソ",NA,NA,NA,9,9.2,9.5,10.4,NA,NA,NA,4,4,4,4,14.064,54.0423
"2693",5,"Matsuotoge",90,"オオシラビソ",18.2,19.4,20.4,21.1,21.5,22.5,23.9,2,4,4,4,4,4,4,16.7943,49.3207
"2694",5,"Matsuotoge",91,"オオシラビソ",14.5,15,15.4,NA,NA,NA,NA,2,3,3,-1,-1,-1,-1,12.3062,50.2047
"2695",5,"Matsuotoge",92,"オオシラビソ",14.3,15,15.9,16.7,17.4,18.7,20.8,3,4,4,4,4,5,5,12.4635,49.1181
"2696",5,"Matsuotoge",93,"オオシラビソ",41,41,41.7,42,42.3,43.3,44.2,1,4,4,4,4,4,4,12.8947,42.4273
"2697",5,"Matsuotoge",217,"ダケカンバ",NA,NA,NA,9.7,10.6,12.2,13.6,NA,NA,NA,4,5,5,5,8.9847,36.6373
"2698",5,"Matsuotoge",218,"ダケカンバ",NA,NA,NA,9.5,10.2,11.8,13.3,NA,NA,NA,5,5,5,5,8.6747,36.2473
"2699",5,"Matsuotoge",219,"ダケカンバ",NA,NA,NA,9.3,10,11.5,12.9,NA,NA,NA,5,5,5,5,8.6747,36.2473
"2700",5,"Matsuotoge",220,"ダケカンバ",NA,NA,NA,NA,9,10.2,11.3,NA,NA,NA,NA,5,5,5,9.0447,35.9073
"2701",5,"Matsuotoge",246,"ダケカンバ",NA,NA,NA,NA,NA,9.4,10.5,NA,NA,NA,NA,NA,5,5,9.0447,35.9073
"2702",5,"Matsuotoge",253,"オオシラビソ",NA,NA,NA,NA,NA,NA,7.4,NA,NA,NA,NA,NA,NA,5,1.28646,38.9595
"2703",5,"Matsuotoge",94,"オオシラビソ",11.4,12.2,12.9,13.3,14.2,16,17.8,3,5,4,4,5,4,5,7.47646,42.8295
"2706",5,"Matsuotoge",95,"オオシラビソ",19.3,19.8,20.3,20.8,21.2,22.4,23.8,3,4,5,5,4,4,4,27.0235,64.3548
"2707",5,"Matsuotoge",96,"オオシラビソ",40.6,41.5,41.9,42.5,42.8,43,44.2,5,5,5,5,5,5,5,27.0373,64.342
"2708",5,"Matsuotoge",97,"オオシラビソ",26.1,26.6,26.8,27.5,27.9,28.9,30.8,5,5,5,5,5,5,5,30.6105,63.0384
"2711",5,"Matsuotoge",223,"オオシラビソ",NA,NA,NA,NA,9.7,10.2,10.9,NA,NA,NA,NA,4,4,4,37.35,61.4617
"2712",5,"Matsuotoge",98,"オオシラビソ",31.8,32.4,33.1,33.8,34.2,34.9,36.6,5,5,5,5,5,5,5,36.62,60.6517
"2713",5,"Matsuotoge",99,"オオシラビソ",26.9,27.21,27.3,27.4,27.7,27.7,NA,3,3,3,4,4,4,-1,37.5033,57.1618
"2714",5,"Matsuotoge",100,"オオシラビソ",34,34.1,34.5,35.1,35.3,36.4,NA,4,5,5,5,5,5,-1,38.3398,57.8809
"2715",5,"Matsuotoge",101,"オオシラビソ",34.2,34.6,34.8,34.5,34.2,34.5,34.3,0,0,0,0,0,0,0,41.0974,57.8034
"2716",5,"Matsuotoge",102,"オオシラビソ",28.5,27.6,27.1,26.6,26.3,26.5,NA,0,0,0,0,0,0,-1,42.7725,54.6372
"2717",5,"Matsuotoge",103,"オオシラビソ",28.3,28.9,29.5,30.1,30.5,32,NA,5,5,5,5,5,5,-1,42.8825,54.2466
"2718",5,"Matsuotoge",104,"オオシラビソ",24.5,24.6,24.9,25,25.2,25.5,26.2,5,3,4,4,4,4,4,45.8287,55.7397
"2719",5,"Matsuotoge",105,"オオシラビソ",35.1,35.6,36.2,36.7,36.8,37.7,38.7,5,4,4,5,5,5,5,47.7204,52.3892
"2720",5,"Matsuotoge",106,"オオシラビソ",22.4,23.1,23.3,23.4,23.6,24.1,24.7,3,4,4,3,3,4,4,49.0585,55.0545
"2721",5,"Matsuotoge",107,"オオシラビソ",33,33,33.4,33.3,33.5,33.8,34.2,3,3,4,4,4,5,5,46.799,58.5999
"2722",5,"Matsuotoge",108,"オオシラビソ",16.5,16.8,17.2,17.3,17.5,17.5,NA,2,4,3,3,3,3,-1,43.2234,58.2478
"2723",5,"Matsuotoge",109,"オオシラビソ",24.9,25.2,25.9,26.3,26.5,26.9,27.7,4,5,4,5,4,5,4,42.1569,60.2419
"2724",5,"Matsuotoge",110,"オオシラビソ",34.7,34.7,35.4,35.6,35.7,36.8,37.8,3,4,4,5,5,4,5,41.6225,61.5537
"2725",5,"Matsuotoge",111,"オオシラビソ",17.8,16.6,16.7,17,16.9,NA,NA,0,0,0,0,0,-1,-1,42.1027,62.7967
"2726",5,"Matsuotoge",112,"ダケカンバ",29.8,30,29.8,30.1,30,30,30,3,5,4,5,4,5,4,38.2608,64.7367
"2727",5,"Matsuotoge",113,"オオシラビソ",31.4,31.8,31.8,32.2,32.2,33.2,34,4,4,4,4,5,5,4,33.3715,64.913
"2728",5,"Matsuotoge",114,"オオシラビソ",27.7,28.4,28.8,29.1,29.3,29.9,31.4,5,4,5,5,5,5,5,32.001,66.8451
"2729",5,"Matsuotoge",115,"オオシラビソ",37.4,37.6,38.2,38.5,38.6,39.1,40.5,5,4,4,5,5,5,5,32.894,69.8009
"2730",5,"Matsuotoge",116,"オオシラビソ",28.4,28.8,29.1,29.2,29.7,30.4,31.3,4,4,4,4,4,4,4,31.7624,69.5253
"2731",5,"Matsuotoge",117,"オオシラビソ",15.6,15.8,15.9,NA,NA,NA,NA,2,4,1,-1,-1,-1,-1,25.9673,67.9763
"2732",5,"Matsuotoge",118,"オオシラビソ",37.3,37.5,38,38.6,38.8,39.2,40.2,4,4,4,5,5,5,5,22.3092,71.0332
"2733",5,"Matsuotoge",119,"オオシラビソ",29.4,30,30.6,31.3,32.1,33.2,35.1,4,5,5,5,4,5,5,20.607,71.4
"2734",5,"Matsuotoge",120,"オオシラビソ",13.3,13.4,13.8,13.6,13.7,13.9,NA,2,3,3,2,2,2,-1,22.3864,73.5783
"2735",5,"Matsuotoge",121,"オオシラビソ",32.6,32.7,33.3,34,34.2,35.1,36.4,4,4,4,5,5,4,4,22.2306,75.308
"2736",5,"Matsuotoge",122,"オオシラビソ",19.5,20.1,20.7,21.1,21.4,22.6,23.7,2,5,4,5,4,5,4,18.26,75.7307
"2737",5,"Matsuotoge",123,"オオシラビソ",27.7,28.2,28.6,28.8,29.1,29.6,30.4,3,4,4,4,4,4,4,18.86,76.5307
"2738",5,"Matsuotoge",124,"オオシラビソ",27,27.3,27.8,28,28.4,29.2,30.8,3,4,4,4,4,4,4,18.0555,77.5675
"2739",5,"Matsuotoge",125,"オオシラビソ",19.5,19.5,19.3,19.5,19.2,18.4,18.2,0,0,0,0,0,0,0,20.2631,76.2307
"2740",5,"Matsuotoge",126,"オオシラビソ",31,31,31.2,31.5,31.8,32.4,33.7,4,4,4,5,5,5,5,19.9744,76.8924
"2741",5,"Matsuotoge",127,"オオシラビソ",35.5,35.8,35.9,35.9,36.5,36.4,36.6,3,4,4,4,4,4,4,20.6027,78.1427
